fecha,comunidad,region,categoria_sintoma,num_casos,es_brote_real
2025-12-25,Chenalhó,Altos,Vacunación,0,0
2025-12-25,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-25,Comitán de Domínguez,Altos,Diabetes,0,0
2025-12-25,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-25,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-12-25,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-12-25,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-25,Comitán de Domínguez,Altos,Respiratorio,0,0
2025-12-25,Comitán de Domínguez,Altos,Traumatología,0,0
2025-12-25,Comitán de Domínguez,Altos,Vacunación,0,0
2025-12-25,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-25,Las Margaritas,Sierra,Diabetes,0,0
2025-12-25,Las Margaritas,Sierra,Embarazo,1,0
2025-12-25,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-12-25,Las Margaritas,Sierra,Hipertensión,0,0
2025-12-25,Las Margaritas,Sierra,Nutrición,0,0
2025-12-25,Las Margaritas,Sierra,Respiratorio,0,0
2025-12-25,Las Margaritas,Sierra,Traumatología,1,0
2025-12-25,Las Margaritas,Sierra,Vacunación,0,0
2025-12-25,Ocosingo,Selva,Dermatológico,1,0
2025-12-25,Ocosingo,Selva,Diabetes,1,0
2025-12-25,Ocosingo,Selva,Embarazo,0,0
2025-12-25,Ocosingo,Selva,Gastrointestinal,0,0
2025-12-25,Ocosingo,Selva,Hipertensión,1,0
2025-12-25,Ocosingo,Selva,Nutrición,0,0
2025-12-25,Ocosingo,Selva,Respiratorio,1,0
2025-12-25,Ocosingo,Selva,Traumatología,1,0
2025-12-25,Ocosingo,Selva,Vacunación,0,0
2025-12-25,Palenque,Selva,Dermatológico,0,0
2025-12-25,Palenque,Selva,Diabetes,0,0
2025-12-25,Palenque,Selva,Embarazo,0,0
2025-12-25,Palenque,Selva,Gastrointestinal,0,0
2025-12-25,Palenque,Selva,Hipertensión,0,0
2025-12-25,Palenque,Selva,Nutrición,0,0
2025-12-25,Palenque,Selva,Respiratorio,3,0
2025-12-25,Palenque,Selva,Traumatología,0,0
2025-12-25,Palenque,Selva,Vacunación,0,0
2025-12-25,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-12-25,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-12-25,San Cristóbal de las Casas,Altos,Embarazo,2,0
2025-12-25,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-12-25,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-12-25,San Cristóbal de las Casas,Altos,Nutrición,1,0
2025-12-25,San Cristóbal de las Casas,Altos,Respiratorio,5,0
2025-12-25,San Cristóbal de las Casas,Altos,Traumatología,1,0
2025-12-25,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-12-25,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-12-25,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-12-25,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-12-25,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-12-25,Tapachula (Soconusco),Costa,Hipertensión,1,0
2025-12-25,Tapachula (Soconusco),Costa,Nutrición,1,0
2025-12-25,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-12-25,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-12-25,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Gastrointestinal,1,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Hipertensión,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Nutrición,2,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Respiratorio,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-12-25,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-12-26,Chenalhó,Altos,Dermatológico,0,0
2025-12-26,Chenalhó,Altos,Diabetes,1,0
2025-12-26,Chenalhó,Altos,Embarazo,0,0
2025-12-26,Chenalhó,Altos,Gastrointestinal,0,0
2025-12-26,Chenalhó,Altos,Hipertensión,0,0
2025-12-26,Chenalhó,Altos,Nutrición,0,0
2025-12-26,Chenalhó,Altos,Respiratorio,1,0
2025-12-26,Chenalhó,Altos,Traumatología,0,0
2025-12-26,Chenalhó,Altos,Vacunación,0,0
2025-12-26,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-26,Comitán de Domínguez,Altos,Diabetes,0,0
2025-12-26,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-26,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-12-26,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-12-26,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-26,Comitán de Domínguez,Altos,Respiratorio,1,0
2025-12-26,Comitán de Domínguez,Altos,Traumatología,1,0
2025-12-26,Comitán de Domínguez,Altos,Vacunación,0,0
2025-12-26,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-26,Las Margaritas,Sierra,Diabetes,0,0
2025-12-26,Las Margaritas,Sierra,Embarazo,2,0
2025-12-26,Las Margaritas,Sierra,Gastrointestinal,1,0
2025-12-26,Las Margaritas,Sierra,Hipertensión,1,0
2025-12-26,Las Margaritas,Sierra,Nutrición,0,0
2025-12-26,Las Margaritas,Sierra,Respiratorio,1,0
2025-12-26,Las Margaritas,Sierra,Traumatología,0,0
2025-12-26,Las Margaritas,Sierra,Vacunación,0,0
2025-12-26,Ocosingo,Selva,Dermatológico,0,0
2025-12-26,Ocosingo,Selva,Diabetes,0,0
2025-12-26,Ocosingo,Selva,Embarazo,0,0
2025-12-26,Ocosingo,Selva,Gastrointestinal,0,0
2025-12-26,Ocosingo,Selva,Hipertensión,1,0
2025-12-26,Ocosingo,Selva,Nutrición,0,0
2025-12-26,Ocosingo,Selva,Respiratorio,0,0
2025-12-26,Ocosingo,Selva,Traumatología,0,0
2025-12-26,Ocosingo,Selva,Vacunación,0,0
2025-12-26,Palenque,Selva,Dermatológico,0,0
2025-12-26,Palenque,Selva,Diabetes,0,0
2025-12-26,Palenque,Selva,Embarazo,0,0
2025-12-26,Palenque,Selva,Gastrointestinal,0,0
2025-12-26,Palenque,Selva,Hipertensión,0,0
2025-12-26,Palenque,Selva,Nutrición,0,0
2025-12-26,Palenque,Selva,Respiratorio,1,0
2025-12-26,Palenque,Selva,Traumatología,0,0
2025-12-26,Palenque,Selva,Vacunación,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Hipertensión,1,0
2025-12-26,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Respiratorio,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-12-26,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-12-26,Tapachula (Soconusco),Costa,Dermatológico,2,0
2025-12-26,Tapachula (Soconusco),Costa,Diabetes,1,0
2025-12-26,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-12-26,Tapachula (Soconusco),Costa,Gastrointestinal,0,0
2025-12-26,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-12-26,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-12-26,Tapachula (Soconusco),Costa,Respiratorio,0,0
2025-12-26,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-12-26,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Dermatológico,1,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Gastrointestinal,1,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Nutrición,2,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Respiratorio,1,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Traumatología,1,0
2025-12-26,Tuxtla Gutiérrez,Urbano,Vacunación,2,0
2025-12-27,Chenalhó,Altos,Dermatológico,1,0
2025-12-27,Chenalhó,Altos,Diabetes,1,0
2025-12-27,Chenalhó,Altos,Embarazo,0,0
2025-12-27,Chenalhó,Altos,Gastrointestinal,1,0
2025-12-27,Chenalhó,Altos,Hipertensión,1,0
2025-12-27,Chenalhó,Altos,Nutrición,0,0
2025-12-27,Chenalhó,Altos,Respiratorio,0,0
2025-12-27,Chenalhó,Altos,Traumatología,0,0
2025-12-27,Chenalhó,Altos,Vacunación,0,0
2025-12-27,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-27,Comitán de Domínguez,Altos,Diabetes,0,0
2025-12-27,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-27,Comitán de Domínguez,Altos,Gastrointestinal,1,0
2025-12-27,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-12-27,Comitán de Domínguez,Altos,Nutrición,1,0
2025-12-27,Comitán de Domínguez,Altos,Respiratorio,1,0
2025-12-27,Comitán de Domínguez,Altos,Traumatología,0,0
2025-12-27,Comitán de Domínguez,Altos,Vacunación,0,0
2025-12-27,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-27,Las Margaritas,Sierra,Diabetes,0,0
2025-12-27,Las Margaritas,Sierra,Embarazo,0,0
2025-12-27,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-12-27,Las Margaritas,Sierra,Hipertensión,0,0
2025-12-27,Las Margaritas,Sierra,Nutrición,1,0
2025-12-27,Las Margaritas,Sierra,Respiratorio,0,0
2025-12-27,Las Margaritas,Sierra,Traumatología,0,0
2025-12-27,Las Margaritas,Sierra,Vacunación,0,0
2025-12-27,Ocosingo,Selva,Dermatológico,1,0
2025-12-27,Ocosingo,Selva,Diabetes,0,0
2025-12-27,Ocosingo,Selva,Embarazo,0,0
2025-12-27,Ocosingo,Selva,Gastrointestinal,1,0
2025-12-27,Ocosingo,Selva,Hipertensión,0,0
2025-12-27,Ocosingo,Selva,Nutrición,0,0
2025-12-27,Ocosingo,Selva,Respiratorio,0,0
2025-12-27,Ocosingo,Selva,Traumatología,0,0
2025-12-27,Ocosingo,Selva,Vacunación,0,0
2025-12-27,Palenque,Selva,Dermatológico,0,0
2025-12-27,Palenque,Selva,Diabetes,0,0
2025-12-27,Palenque,Selva,Embarazo,0,0
2025-12-27,Palenque,Selva,Gastrointestinal,1,0
2025-12-27,Palenque,Selva,Hipertensión,0,0
2025-12-27,Palenque,Selva,Nutrición,1,0
2025-12-27,Palenque,Selva,Respiratorio,5,0
2025-12-27,Palenque,Selva,Traumatología,1,0
2025-12-27,Palenque,Selva,Vacunación,2,0
2025-12-27,San Cristóbal de las Casas,Altos,Dermatológico,1,0
2025-12-27,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-12-27,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-12-27,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-12-27,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-12-27,San Cristóbal de las Casas,Altos,Nutrición,1,0
2025-12-27,San Cristóbal de las Casas,Altos,Respiratorio,1,0
2025-12-27,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-12-27,San Cristóbal de las Casas,Altos,Vacunación,2,0
2025-12-27,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-12-27,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-12-27,Tapachula (Soconusco),Costa,Embarazo,2,0
2025-12-27,Tapachula (Soconusco),Costa,Gastrointestinal,0,0
2025-12-27,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-12-27,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-12-27,Tapachula (Soconusco),Costa,Respiratorio,3,0
2025-12-27,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-12-27,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Dermatológico,0,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Gastrointestinal,0,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Hipertensión,3,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Nutrición,0,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Respiratorio,3,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-12-27,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-12-28,Chenalhó,Altos,Dermatológico,0,0
2025-12-28,Chenalhó,Altos,Diabetes,0,0
2025-12-28,Chenalhó,Altos,Embarazo,0,0
2025-12-28,Chenalhó,Altos,Gastrointestinal,0,0
2025-12-28,Chenalhó,Altos,Hipertensión,0,0
2025-12-28,Chenalhó,Altos,Nutrición,0,0
2025-12-28,Chenalhó,Altos,Respiratorio,0,0
2025-12-28,Chenalhó,Altos,Traumatología,0,0
2025-12-28,Chenalhó,Altos,Vacunación,0,0
2025-12-28,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-28,Comitán de Domínguez,Altos,Diabetes,0,0
2025-12-28,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-28,Comitán de Domínguez,Altos,Gastrointestinal,1,0
2025-12-28,Comitán de Domínguez,Altos,Hipertensión,1,0
2025-12-28,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-28,Comitán de Domínguez,Altos,Respiratorio,3,0
2025-12-28,Comitán de Domínguez,Altos,Traumatología,1,0
2025-12-28,Comitán de Domínguez,Altos,Vacunación,0,0
2025-12-28,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-28,Las Margaritas,Sierra,Diabetes,0,0
2025-12-28,Las Margaritas,Sierra,Embarazo,1,0
2025-12-28,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-12-28,Las Margaritas,Sierra,Hipertensión,0,0
2025-12-28,Las Margaritas,Sierra,Nutrición,0,0
2025-12-28,Las Margaritas,Sierra,Respiratorio,0,0
2025-12-28,Las Margaritas,Sierra,Traumatología,0,0
2025-12-28,Las Margaritas,Sierra,Vacunación,0,0
2025-12-28,Ocosingo,Selva,Dermatológico,0,0
2025-12-28,Ocosingo,Selva,Diabetes,0,0
2025-12-28,Ocosingo,Selva,Embarazo,0,0
2025-12-28,Ocosingo,Selva,Gastrointestinal,0,0
2025-12-28,Ocosingo,Selva,Hipertensión,0,0
2025-12-28,Ocosingo,Selva,Nutrición,0,0
2025-12-28,Ocosingo,Selva,Respiratorio,0,0
2025-12-28,Ocosingo,Selva,Traumatología,0,0
2025-12-28,Ocosingo,Selva,Vacunación,0,0
2025-12-28,Palenque,Selva,Dermatológico,1,0
2025-12-28,Palenque,Selva,Diabetes,0,0
2025-12-28,Palenque,Selva,Embarazo,0,0
2025-12-28,Palenque,Selva,Gastrointestinal,1,0
2025-12-28,Palenque,Selva,Hipertensión,0,0
2025-12-28,Palenque,Selva,Nutrición,1,0
2025-12-28,Palenque,Selva,Respiratorio,0,0
2025-12-28,Palenque,Selva,Traumatología,0,0
2025-12-28,Palenque,Selva,Vacunación,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Diabetes,1,0
2025-12-28,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Respiratorio,1,0
2025-12-28,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-12-28,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-12-28,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-12-28,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-12-28,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-12-28,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-12-28,Tapachula (Soconusco),Costa,Hipertensión,0,0
2025-12-28,Tapachula (Soconusco),Costa,Nutrición,1,0
2025-12-28,Tapachula (Soconusco),Costa,Respiratorio,1,0
2025-12-28,Tapachula (Soconusco),Costa,Traumatología,0,0
2025-12-28,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Dermatológico,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Embarazo,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Gastrointestinal,0,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Nutrición,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Respiratorio,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Traumatología,1,0
2025-12-28,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-12-29,Chenalhó,Altos,Dermatológico,1,0
2025-12-29,Chenalhó,Altos,Diabetes,1,0
2025-12-29,Chenalhó,Altos,Embarazo,0,0
2025-12-29,Chenalhó,Altos,Gastrointestinal,0,0
2025-12-29,Chenalhó,Altos,Hipertensión,0,0
2025-12-29,Chenalhó,Altos,Nutrición,1,0
2025-12-29,Chenalhó,Altos,Respiratorio,1,0
2025-12-29,Chenalhó,Altos,Traumatología,1,0
2025-12-29,Chenalhó,Altos,Vacunación,0,0
2025-12-29,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-29,Comitán de Domínguez,Altos,Diabetes,2,0
2025-12-29,Comitán de Domínguez,Altos,Embarazo,1,0
2025-12-29,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-12-29,Comitán de Domínguez,Altos,Hipertensión,1,0
2025-12-29,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-29,Comitán de Domínguez,Altos,Respiratorio,3,0
2025-12-29,Comitán de Domínguez,Altos,Traumatología,0,0
2025-12-29,Comitán de Domínguez,Altos,Vacunación,0,0
2025-12-29,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-29,Las Margaritas,Sierra,Diabetes,0,0
2025-12-29,Las Margaritas,Sierra,Embarazo,0,0
2025-12-29,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-12-29,Las Margaritas,Sierra,Hipertensión,0,0
2025-12-29,Las Margaritas,Sierra,Nutrición,0,0
2025-12-29,Las Margaritas,Sierra,Respiratorio,0,0
2025-12-29,Las Margaritas,Sierra,Traumatología,0,0
2025-12-29,Las Margaritas,Sierra,Vacunación,0,0
2025-12-29,Ocosingo,Selva,Dermatológico,0,0
2025-12-29,Ocosingo,Selva,Diabetes,0,0
2025-12-29,Ocosingo,Selva,Embarazo,0,0
2025-12-29,Ocosingo,Selva,Gastrointestinal,0,0
2025-12-29,Ocosingo,Selva,Hipertensión,0,0
2025-12-29,Ocosingo,Selva,Nutrición,0,0
2025-12-29,Ocosingo,Selva,Respiratorio,0,0
2025-12-29,Ocosingo,Selva,Traumatología,0,0
2025-12-29,Ocosingo,Selva,Vacunación,0,0
2025-12-29,Palenque,Selva,Dermatológico,0,0
2025-12-29,Palenque,Selva,Diabetes,1,0
2025-12-29,Palenque,Selva,Embarazo,1,0
2025-12-29,Palenque,Selva,Gastrointestinal,0,0
2025-12-29,Palenque,Selva,Hipertensión,0,0
2025-12-29,Palenque,Selva,Nutrición,0,0
2025-12-29,Palenque,Selva,Respiratorio,1,0
2025-12-29,Palenque,Selva,Traumatología,0,0
2025-12-29,Palenque,Selva,Vacunación,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Diabetes,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Gastrointestinal,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Hipertensión,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Respiratorio,1,0
2025-12-29,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-12-29,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-12-29,Tapachula (Soconusco),Costa,Dermatológico,1,0
2025-12-29,Tapachula (Soconusco),Costa,Diabetes,1,0
2025-12-29,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-12-29,Tapachula (Soconusco),Costa,Gastrointestinal,1,0
2025-12-29,Tapachula (Soconusco),Costa,Hipertensión,1,0
2025-12-29,Tapachula (Soconusco),Costa,Nutrición,2,0
2025-12-29,Tapachula (Soconusco),Costa,Respiratorio,2,0
2025-12-29,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-12-29,Tapachula (Soconusco),Costa,Vacunación,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Dermatológico,1,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Diabetes,1,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Gastrointestinal,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Hipertensión,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Nutrición,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Respiratorio,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-12-29,Tuxtla Gutiérrez,Urbano,Vacunación,0,0
2025-12-30,Chenalhó,Altos,Dermatológico,0,0
2025-12-30,Chenalhó,Altos,Diabetes,0,0
2025-12-30,Chenalhó,Altos,Embarazo,1,0
2025-12-30,Chenalhó,Altos,Gastrointestinal,3,0
2025-12-30,Chenalhó,Altos,Hipertensión,0,0
2025-12-30,Chenalhó,Altos,Nutrición,0,0
2025-12-30,Chenalhó,Altos,Respiratorio,4,0
2025-12-30,Chenalhó,Altos,Traumatología,0,0
2025-12-30,Chenalhó,Altos,Vacunación,2,0
2025-12-30,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-30,Comitán de Domínguez,Altos,Diabetes,0,0
2025-12-30,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-30,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-12-30,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-12-30,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-30,Comitán de Domínguez,Altos,Respiratorio,2,0
2025-12-30,Comitán de Domínguez,Altos,Traumatología,1,0
2025-12-30,Comitán de Domínguez,Altos,Vacunación,1,0
2025-12-30,Las Margaritas,Sierra,Dermatológico,0,0
2025-12-30,Las Margaritas,Sierra,Diabetes,0,0
2025-12-30,Las Margaritas,Sierra,Embarazo,0,0
2025-12-30,Las Margaritas,Sierra,Gastrointestinal,0,0
2025-12-30,Las Margaritas,Sierra,Hipertensión,0,0
2025-12-30,Las Margaritas,Sierra,Nutrición,0,0
2025-12-30,Las Margaritas,Sierra,Respiratorio,0,0
2025-12-30,Las Margaritas,Sierra,Traumatología,0,0
2025-12-30,Las Margaritas,Sierra,Vacunación,0,0
2025-12-30,Ocosingo,Selva,Dermatológico,0,0
2025-12-30,Ocosingo,Selva,Diabetes,0,0
2025-12-30,Ocosingo,Selva,Embarazo,0,0
2025-12-30,Ocosingo,Selva,Gastrointestinal,1,0
2025-12-30,Ocosingo,Selva,Hipertensión,0,0
2025-12-30,Ocosingo,Selva,Nutrición,1,0
2025-12-30,Ocosingo,Selva,Respiratorio,1,0
2025-12-30,Ocosingo,Selva,Traumatología,0,0
2025-12-30,Ocosingo,Selva,Vacunación,0,0
2025-12-30,Palenque,Selva,Dermatológico,0,0
2025-12-30,Palenque,Selva,Diabetes,0,0
2025-12-30,Palenque,Selva,Embarazo,0,0
2025-12-30,Palenque,Selva,Gastrointestinal,0,0
2025-12-30,Palenque,Selva,Hipertensión,0,0
2025-12-30,Palenque,Selva,Nutrición,0,0
2025-12-30,Palenque,Selva,Respiratorio,1,0
2025-12-30,Palenque,Selva,Traumatología,1,0
2025-12-30,Palenque,Selva,Vacunación,0,0
2025-12-30,San Cristóbal de las Casas,Altos,Dermatológico,0,0
2025-12-30,San Cristóbal de las Casas,Altos,Diabetes,1,0
2025-12-30,San Cristóbal de las Casas,Altos,Embarazo,0,0
2025-12-30,San Cristóbal de las Casas,Altos,Gastrointestinal,3,0
2025-12-30,San Cristóbal de las Casas,Altos,Hipertensión,1,0
2025-12-30,San Cristóbal de las Casas,Altos,Nutrición,0,0
2025-12-30,San Cristóbal de las Casas,Altos,Respiratorio,3,0
2025-12-30,San Cristóbal de las Casas,Altos,Traumatología,0,0
2025-12-30,San Cristóbal de las Casas,Altos,Vacunación,0,0
2025-12-30,Tapachula (Soconusco),Costa,Dermatológico,0,0
2025-12-30,Tapachula (Soconusco),Costa,Diabetes,0,0
2025-12-30,Tapachula (Soconusco),Costa,Embarazo,0,0
2025-12-30,Tapachula (Soconusco),Costa,Gastrointestinal,2,0
2025-12-30,Tapachula (Soconusco),Costa,Hipertensión,1,0
2025-12-30,Tapachula (Soconusco),Costa,Nutrición,0,0
2025-12-30,Tapachula (Soconusco),Costa,Respiratorio,1,0
2025-12-30,Tapachula (Soconusco),Costa,Traumatología,1,0
2025-12-30,Tapachula (Soconusco),Costa,Vacunación,1,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Dermatológico,1,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Diabetes,0,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Embarazo,0,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Gastrointestinal,3,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Hipertensión,1,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Nutrición,2,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Respiratorio,2,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Traumatología,0,0
2025-12-30,Tuxtla Gutiérrez,Urbano,Vacunación,1,0
2025-12-31,Chenalhó,Altos,Dermatológico,0,0
2025-12-31,Chenalhó,Altos,Diabetes,0,0
2025-12-31,Chenalhó,Altos,Embarazo,0,0
2025-12-31,Chenalhó,Altos,Gastrointestinal,0,0
2025-12-31,Chenalhó,Altos,Hipertensión,0,0
2025-12-31,Chenalhó,Altos,Nutrición,1,0
2025-12-31,Chenalhó,Altos,Respiratorio,1,0
2025-12-31,Chenalhó,Altos,Traumatología,0,0
2025-12-31,Chenalhó,Altos,Vacunación,0,0
2025-12-31,Comitán de Domínguez,Altos,Dermatológico,0,0
2025-12-31,Comitán de Domínguez,Altos,Diabetes,1,0
2025-12-31,Comitán de Domínguez,Altos,Embarazo,0,0
2025-12-31,Comitán de Domínguez,Altos,Gastrointestinal,0,0
2025-12-31,Comitán de Domínguez,Altos,Hipertensión,0,0
2025-12-31,Comitán de Domínguez,Altos,Nutrición,0,0
2025-12-31,Comitán de Domínguez,Altos,Respiratorio,1,0
2025-12-31,Comitán de Domínguez,Altos,Traumatología,0,0
2025-12-31,Comitán de Domínguez,Altos,Vacunación,0,0
